name,members,start_date,end_date,desc,image,page
Drawing Challenge,"Andrew, FabulousWaffles",6/24/2016,,This is a project that pits Andrew against Fabulous waffles in an drawing dual.,DrawingChallenge.png,"Projects/DrawingChallenge.html"
